Neuron_ID,Database,Tau
111,DS09-GCaMP6f-m-V1,58.134134611717556
112,DS09-GCaMP6f-m-V1,70.61703620533555
113,DS09-GCaMP6f-m-V1,60.31397886112664
114,DS09-GCaMP6f-m-V1,75.4765611497622
115,DS09-GCaMP6f-m-V1,92.83680675587496
116,DS09-GCaMP6f-m-V1,78.14584359425074
117,DS09-GCaMP6f-m-V1,39.07691979129973
118,DS09-GCaMP6f-m-V1,44.52831848115465
119,DS09-GCaMP6f-m-V1,43.93984817398911
120,DS09-GCaMP6f-m-V1,41.43935271227235
121,DS09-GCaMP6f-m-V1,43.01957057640009
122,DS09-GCaMP6f-m-V1,56.89406276893351
123,DS09-GCaMP6f-m-V1,67.64332123677418
124,DS09-GCaMP6f-m-V1,40.75097839552749
125,DS09-GCaMP6f-m-V1,41.436918586886335
126,DS10-GCaMP6f-m-V1-neuropil-corrected,29.063770152876625
127,DS10-GCaMP6f-m-V1-neuropil-corrected,27.21940516994156
128,DS10-GCaMP6f-m-V1-neuropil-corrected,56.436102807692556
129,DS10-GCaMP6f-m-V1-neuropil-corrected,58.3299496103436
130,DS10-GCaMP6f-m-V1-neuropil-corrected,30.16580623242229
131,DS10-GCaMP6f-m-V1-neuropil-corrected,32.885293225659346
132,DS10-GCaMP6f-m-V1-neuropil-corrected,49.418538604200336
133,DS10-GCaMP6f-m-V1-neuropil-corrected,46.42242793685095
134,DS10-GCaMP6f-m-V1-neuropil-corrected,29.6347255890707
135,DS10-GCaMP6f-m-V1-neuropil-corrected,27.888189464775387
136,DS10-GCaMP6f-m-V1-neuropil-corrected,39.664100241331305
137,DS10-GCaMP6f-m-V1-neuropil-corrected,55.83961095295416
138,DS10-GCaMP6f-m-V1-neuropil-corrected,28.074324481178536
139,DS10-GCaMP6f-m-V1-neuropil-corrected,58.59543941130835
140,DS10-GCaMP6f-m-V1-neuropil-corrected,41.86544240360823
141,DS10-GCaMP6f-m-V1-neuropil-corrected,35.41481733711687
142,DS10-GCaMP6f-m-V1-neuropil-corrected,26.974402294555574
143,DS10-GCaMP6f-m-V1-neuropil-corrected,61.105829434701974
144,DS11-GCaMP6f-m-V1-neuropil-corrected,98.62895963376718
145,DS11-GCaMP6f-m-V1-neuropil-corrected,70.42759086020834
146,DS11-GCaMP6f-m-V1-neuropil-corrected,24.34507944487201
147,DS11-GCaMP6f-m-V1-neuropil-corrected,20.418066206886664
148,DS11-GCaMP6f-m-V1-neuropil-corrected,27.73832763637303
149,DS11-GCaMP6f-m-V1-neuropil-corrected,40.22256467769362
150,DS11-GCaMP6f-m-V1-neuropil-corrected,25.902344333470623
151,DS11-GCaMP6f-m-V1-neuropil-corrected,28.35253575162049
152,DS11-GCaMP6f-m-V1-neuropil-corrected,21.43570356073358
153,DS11-GCaMP6f-m-V1-neuropil-corrected,25.74651288664281
154,DS11-GCaMP6f-m-V1-neuropil-corrected,28.54007968863646
155,DS11-GCaMP6f-m-V1-neuropil-corrected,31.21699470611012
156,DS11-GCaMP6f-m-V1-neuropil-corrected,28.24084611104099
157,DS11-GCaMP6f-m-V1-neuropil-corrected,23.342130964921044
158,DS11-GCaMP6f-m-V1-neuropil-corrected,21.28491524672734
159,DS11-GCaMP6f-m-V1-neuropil-corrected,31.811566299027238
160,DS11-GCaMP6f-m-V1-neuropil-corrected,32.05539877769741
161,DS11-GCaMP6f-m-V1-neuropil-corrected,32.779913794422065
162,DS12-GCaMP6s-m-V1-neuropil-corrected,107.41391923083513
163,DS12-GCaMP6s-m-V1-neuropil-corrected,89.5010342898193
164,DS12-GCaMP6s-m-V1-neuropil-corrected,114.41060592985879
165,DS12-GCaMP6s-m-V1-neuropil-corrected,86.90466978024864
166,DS13-GCaMP6s-m-V1-neuropil-corrected,155.41103230417892
167,DS13-GCaMP6s-m-V1-neuropil-corrected,183.62942369059473
168,DS13-GCaMP6s-m-V1-neuropil-corrected,134.3988030755181
169,DS13-GCaMP6s-m-V1-neuropil-corrected,131.73885031077057
170,DS13-GCaMP6s-m-V1-neuropil-corrected,137.36718075349046
171,DS13-GCaMP6s-m-V1-neuropil-corrected,122.0077944936262
172,DS13-GCaMP6s-m-V1-neuropil-corrected,79.4884487334082
173,DS13-GCaMP6s-m-V1-neuropil-corrected,139.04264480431195
174,DS13-GCaMP6s-m-V1-neuropil-corrected,125.40787396595326
175,DS13-GCaMP6s-m-V1-neuropil-corrected,155.32079211055387
176,DS13-GCaMP6s-m-V1-neuropil-corrected,203.16478308941097
177,DS13-GCaMP6s-m-V1-neuropil-corrected,97.0292469425926
178,DS13-GCaMP6s-m-V1-neuropil-corrected,183.52519352009216
179,DS13-GCaMP6s-m-V1-neuropil-corrected,121.03360019636789
180,DS13-GCaMP6s-m-V1-neuropil-corrected,155.36917465790916
181,DS13-GCaMP6s-m-V1-neuropil-corrected,147.17037308599626
182,DS13-GCaMP6s-m-V1-neuropil-corrected,117.69415959597842
183,DS13-GCaMP6s-m-V1-neuropil-corrected,125.02019887620008
184,DS13-GCaMP6s-m-V1-neuropil-corrected,112.33862119105329
185,DS13-GCaMP6s-m-V1-neuropil-corrected,132.4524857701521
186,DS14-GCaMP6s-m-V1,328.98039321740157
187,DS14-GCaMP6s-m-V1,188.76811022548407
188,DS14-GCaMP6s-m-V1,157.97925992079465
189,DS14-GCaMP6s-m-V1,125.49444843589814
190,DS14-GCaMP6s-m-V1,335.7820278689955
191,DS14-GCaMP6s-m-V1,273.9165561919645
192,DS14-GCaMP6s-m-V1,389.78023253477545
193,DS15-GCaMP6s-m-V1,437.5629315921996
194,DS15-GCaMP6s-m-V1,457.09768411356
195,DS15-GCaMP6s-m-V1,428.0614451544421
196,DS15-GCaMP6s-m-V1,488.4794426798845
197,DS15-GCaMP6s-m-V1,622.8883000126735
198,DS15-GCaMP6s-m-V1,1052.5101392277943
199,DS15-GCaMP6s-m-V1,417.9876518428429
200,DS15-GCaMP6s-m-V1,500.5705436319608
201,DS15-GCaMP6s-m-V1,544.8535121964445
202,DS16-GCaMP6s-m-V1,931.1900156083366
203,DS16-GCaMP6s-m-V1,262.5190872614293
204,DS16-GCaMP6s-m-V1,355.96677485283334
205,DS16-GCaMP6s-m-V1,
206,DS16-GCaMP6s-m-V1,523.5430408820679
207,DS16-GCaMP6s-m-V1,223.9589445574307
208,DS16-GCaMP6s-m-V1,1113.4744993953996
209,DS16-GCaMP6s-m-V1,349.42605882242833
210,DS16-GCaMP6s-m-V1,264.17674466925826
211,DS17-GCaMP5k-m-V1,75.94781219079067
212,DS17-GCaMP5k-m-V1,137.34243940032306
213,DS17-GCaMP5k-m-V1,102.75836020951878
214,DS17-GCaMP5k-m-V1,160.14429754617612
215,DS17-GCaMP5k-m-V1,87.18527009229749
216,DS17-GCaMP5k-m-V1,75.03925667464065
217,DS17-GCaMP5k-m-V1,118.97145186832026
218,DS18-R-CaMP-m-CA3,187.16720246982442
219,DS18-R-CaMP-m-CA3,124.20862280422068
220,DS18-R-CaMP-m-CA3,146.93355178221137
221,DS18-R-CaMP-m-CA3,80.03032462979387
222,DS18-R-CaMP-m-CA3,76.72440496986846
223,DS18-R-CaMP-m-CA3,50.96849201588175
224,DS18-R-CaMP-m-CA3,57.01677615450856
225,DS18-R-CaMP-m-CA3,48.87262453742057
226,DS18-R-CaMP-m-CA3,47.202716728454035
227,DS18-R-CaMP-m-CA3,57.399553530388374
228,DS18-R-CaMP-m-CA3,51.40626849578239
229,DS18-R-CaMP-m-CA3,43.00575095260372
230,DS18-R-CaMP-m-CA3,47.710758450614506
231,DS18-R-CaMP-m-CA3,47.804552355075266
232,DS18-R-CaMP-m-CA3,42.77966529061801
233,DS18-R-CaMP-m-CA3,45.81918915721411
234,DS18-R-CaMP-m-CA3,49.7599152046672
235,DS18-R-CaMP-m-CA3,50.05763405770965
236,DS18-R-CaMP-m-CA3,45.23052181798163
237,DS19-R-CaMP-m-S1,236.81202218838058
238,DS20-jRCaMP1a-m-V1,295.5648013878781
239,DS20-jRCaMP1a-m-V1,287.1915797649678
240,DS20-jRCaMP1a-m-V1,218.83057319274246
241,DS20-jRCaMP1a-m-V1,233.00103590941512
242,DS20-jRCaMP1a-m-V1,348.4225960833276
243,DS20-jRCaMP1a-m-V1,513.1546739980653
244,DS20-jRCaMP1a-m-V1,658.6301902229557
245,DS21-jGECO1a-m-V1,98.13257288140942
246,DS21-jGECO1a-m-V1,127.16729449600561
247,DS21-jGECO1a-m-V1,99.47634565852182
248,DS21-jGECO1a-m-V1,
249,DS21-jGECO1a-m-V1,10705.21645695761
250,DS21-jGECO1a-m-V1,40.24916299897477
251,DS21-jGECO1a-m-V1,
252,DS21-jGECO1a-m-V1,41.090388107633665
253,DS21-jGECO1a-m-V1,54780.75220197467
254,DS21-jGECO1a-m-V1,88.70276479515235
255,DS21-jGECO1a-m-V1,71.111534474375
256,DS21-jGECO1a-m-V1,77.56694476419712
257,DS21-jGECO1a-m-V1,98.65622282212398
258,DS21-jGECO1a-m-V1,74.52699476187003
259,DS21-jGECO1a-m-V1,19303.001932644358
260,DS21-jGECO1a-m-V1,73.83828790075417
261,DS21-jGECO1a-m-V1,106.85824591692653
262,DS21-jGECO1a-m-V1,82.81302896808623
263,DS21-jGECO1a-m-V1,99.6801082885694
264,DS21-jGECO1a-m-V1,73.6574165809384
265,DS21-jGECO1a-m-V1,95.97907834263007
266,DS22-OGB1-m-SST-V1,708.1469429099941
267,DS22-OGB1-m-SST-V1,295.55948048398665
268,DS22-OGB1-m-SST-V1,438.11159283867016
269,DS22-OGB1-m-SST-V1,566.3255940006669
270,DS23-OGB1-m-PV-V1,148.19924397432663
271,DS23-OGB1-m-PV-V1,120.27297871497119
272,DS23-OGB1-m-PV-V1,163.57602440920223
273,DS23-OGB1-m-PV-V1,99.86918638968599
274,DS23-OGB1-m-PV-V1,77.00013946023546
275,DS23-OGB1-m-PV-V1,447.8421673573701
276,DS23-OGB1-m-PV-V1,153.08507688966412
277,DS24-GCaMP6f-m-PV-V1,
278,DS24-GCaMP6f-m-PV-V1,158.21647402046642
279,DS24-GCaMP6f-m-PV-V1,149.50641128405863
280,DS24-GCaMP6f-m-PV-V1,278.8943660216028
281,DS24-GCaMP6f-m-PV-V1,251.21272894682807
282,DS24-GCaMP6f-m-PV-V1,300.05545203207663
283,DS24-GCaMP6f-m-PV-V1,129.4938144994173
284,DS24-GCaMP6f-m-PV-V1,401.8403180848464
285,DS24-GCaMP6f-m-PV-V1,236.39216785552802
286,DS24-GCaMP6f-m-PV-V1,191.54415608769102
287,DS24-GCaMP6f-m-PV-V1,2744.48286941618
288,DS24-GCaMP6f-m-PV-V1,521.5720580308863
289,DS24-GCaMP6f-m-PV-V1,191.6278718065084
290,DS24-GCaMP6f-m-PV-V1,396.0931607948224
291,DS24-GCaMP6f-m-PV-V1,327.4858321663974
292,DS24-GCaMP6f-m-PV-V1,180.51954889940126
293,DS24-GCaMP6f-m-PV-V1,166.64629222133
294,DS24-GCaMP6f-m-PV-V1,178.73655686004645
295,DS24-GCaMP6f-m-PV-V1,165.5269232107165
296,DS24-GCaMP6f-m-PV-V1,
297,DS24-GCaMP6f-m-PV-V1,96.02903109028499
298,DS24-GCaMP6f-m-PV-V1,185.25532957824765
299,DS24-GCaMP6f-m-PV-V1,119.62378261677915
300,DS24-GCaMP6f-m-PV-V1,163.64366620364822
301,DS24-GCaMP6f-m-PV-V1,112.23618845330405
302,DS24-GCaMP6f-m-PV-V1,259.91909901165053
303,DS24-GCaMP6f-m-PV-V1,96.12809971897745
304,DS24-GCaMP6f-m-PV-V1,104.46196954176546
305,DS24-GCaMP6f-m-PV-V1,570.5163434558459
306,DS24-GCaMP6f-m-PV-V1,134.57438443201195
307,DS24-GCaMP6f-m-PV-V1,
308,DS24-GCaMP6f-m-PV-V1,186.85587368836642
309,DS24-GCaMP6f-m-PV-V1,162.1816998409329
310,DS24-GCaMP6f-m-PV-V1,153.87386451112124
311,DS24-GCaMP6f-m-PV-V1,203.03947538342263
312,DS24-GCaMP6f-m-PV-V1,148.38420510557748
313,DS25-GCaMP6f-m-SST-V1,674.7170918679415
314,DS25-GCaMP6f-m-SST-V1,784.9012495626204
315,DS25-GCaMP6f-m-SST-V1,717.3406968909622
316,DS25-GCaMP6f-m-SST-V1,377.59551142857237
317,DS25-GCaMP6f-m-SST-V1,111.77218381615394
318,DS25-GCaMP6f-m-SST-V1,94.70495452835328
319,DS25-GCaMP6f-m-SST-V1,90.99506834364318
320,DS25-GCaMP6f-m-SST-V1,131.7719815095519
321,DS25-GCaMP6f-m-SST-V1,105.00569104759735
322,DS25-GCaMP6f-m-SST-V1,185.8864781570875
323,DS25-GCaMP6f-m-SST-V1,108.77475685768648
324,DS25-GCaMP6f-m-SST-V1,80.2468811335664
325,DS25-GCaMP6f-m-SST-V1,92.5669075125554
326,DS25-GCaMP6f-m-SST-V1,90.37390453266431
327,DS25-GCaMP6f-m-SST-V1,85.3177846804644
328,DS25-GCaMP6f-m-SST-V1,197.1957450055888
329,DS25-GCaMP6f-m-SST-V1,208.6281413752204
330,DS25-GCaMP6f-m-SST-V1,236.4131389479189
331,DS25-GCaMP6f-m-SST-V1,44.87193002870048
332,DS25-GCaMP6f-m-SST-V1,81.5742211585424
333,DS25-GCaMP6f-m-SST-V1,2484.6203712720594
334,DS25-GCaMP6f-m-SST-V1,156.58988964963865
335,DS25-GCaMP6f-m-SST-V1,146.52676441731433
336,DS25-GCaMP6f-m-SST-V1,180.21042985076537
337,DS25-GCaMP6f-m-SST-V1,
338,DS25-GCaMP6f-m-SST-V1,264.0370918351914
339,DS25-GCaMP6f-m-SST-V1,318.0236266804988
340,DS25-GCaMP6f-m-SST-V1,256.5918738145411
341,DS25-GCaMP6f-m-SST-V1,158.58258072167914
342,DS25-GCaMP6f-m-SST-V1,364.22219951069184
343,DS25-GCaMP6f-m-SST-V1,280.40553707971566
344,DS25-GCaMP6f-m-SST-V1,277.5974763261024
345,DS25-GCaMP6f-m-SST-V1,209.22782546556593
346,DS25-GCaMP6f-m-SST-V1,231.84263376407094
347,DS25-GCaMP6f-m-SST-V1,164.1699291843709
348,DS25-GCaMP6f-m-SST-V1,420.98133608224333
349,DS25-GCaMP6f-m-SST-V1,117.67820749572967
350,DS25-GCaMP6f-m-SST-V1,2664.8874002402463
351,DS25-GCaMP6f-m-SST-V1,
352,DS25-GCaMP6f-m-SST-V1,243.5741601742028
353,DS25-GCaMP6f-m-SST-V1,165.5690367437419
354,DS25-GCaMP6f-m-SST-V1,178.6966747651935
355,DS25-GCaMP6f-m-SST-V1,118.16599739263327
356,DS25-GCaMP6f-m-SST-V1,754.5372307960538
357,DS25-GCaMP6f-m-SST-V1,352.06042168860375
358,DS25-GCaMP6f-m-SST-V1,88.22075724515976
359,DS25-GCaMP6f-m-SST-V1,131.90123199283184
360,DS25-GCaMP6f-m-SST-V1,83.19079319685527
361,DS25-GCaMP6f-m-SST-V1,168.8483253995423
362,DS25-GCaMP6f-m-SST-V1,186.15728574669586
363,DS25-GCaMP6f-m-SST-V1,8001.472677899249
364,DS25-GCaMP6f-m-SST-V1,345.5373061546598
365,DS25-GCaMP6f-m-SST-V1,609.0262730558256
366,DS25-GCaMP6f-m-SST-V1,170.67499953769732
367,DS25-GCaMP6f-m-SST-V1,178.69153164898256
368,DS26-GCaMP6f-m-VIP-V1,72.80037443423312
369,DS26-GCaMP6f-m-VIP-V1,62.27058645467556
370,DS26-GCaMP6f-m-VIP-V1,104.7143283718245
371,DS26-GCaMP6f-m-VIP-V1,53.123699593443035
372,DS26-GCaMP6f-m-VIP-V1,370.8145753632562
373,DS26-GCaMP6f-m-VIP-V1,846.3961179219913
374,DS26-GCaMP6f-m-VIP-V1,86.0627176655418
375,DS26-GCaMP6f-m-VIP-V1,145.39011422370677
376,DS26-GCaMP6f-m-VIP-V1,78.85314359222488
377,DS26-GCaMP6f-m-VIP-V1,73.11518174362304
378,DS26-GCaMP6f-m-VIP-V1,77.66631426785864
379,DS26-GCaMP6f-m-VIP-V1,75.7004153535873
380,DS26-GCaMP6f-m-VIP-V1,146.5881618685592
381,DS26-GCaMP6f-m-VIP-V1,53.22707932605773
382,DS26-GCaMP6f-m-VIP-V1,88.78083975135085
383,DS26-GCaMP6f-m-VIP-V1,176.58730317275848
384,DS26-GCaMP6f-m-VIP-V1,633.9655077163857
385,DS26-GCaMP6f-m-VIP-V1,936.995729140327
386,DS26-GCaMP6f-m-VIP-V1,
387,DS26-GCaMP6f-m-VIP-V1,69.46190425229993
388,DS26-GCaMP6f-m-VIP-V1,1074.4305236811465
389,DS26-GCaMP6f-m-VIP-V1,1433.669377062805
390,DS26-GCaMP6f-m-VIP-V1,394.0297044861542
391,DS26-GCaMP6f-m-VIP-V1,5340.673228698606
392,DS26-GCaMP6f-m-VIP-V1,159.2187925511005
393,DS26-GCaMP6f-m-VIP-V1,341.49464652093684
394,DS26-GCaMP6f-m-VIP-V1,74.13757481609689
395,DS26-GCaMP6f-m-VIP-V1,123.25224278251315
396,DS26-GCaMP6f-m-VIP-V1,33.42653862551523
397,DS26-GCaMP6f-m-VIP-V1,57.846830274583645
398,DS26-GCaMP6f-m-VIP-V1,3167.9151465459063
399,DS27-GCaMP6f-m-PV-vivo-V1,345.5073248346813
400,DS27-GCaMP6f-m-PV-vivo-V1,86.14341089214118
401,DS27-GCaMP6f-m-PV-vivo-V1,402.03369992679217
402,DS27-GCaMP6f-m-PV-vivo-V1,152.41130928333573
403,X-DS09-GCaMP6f-m-V1,29.67932302048287
404,X-DS09-GCaMP6f-m-V1,32.756377864174645
405,X-DS09-GCaMP6f-m-V1,38.371582157757544
406,X-DS09-GCaMP6f-m-V1,57.2033758872415
407,X-DS09-GCaMP6f-m-V1,58.01132080807518
408,X-DS09-GCaMP6f-m-V1,31.345841995426422
409,X-DS09-GCaMP6f-m-V1,27.468965529469543
410,X-DS09-GCaMP6f-m-V1,57.53066499554823
411,X-DS09-GCaMP6f-m-V1,41.33581689680346
412,X-DS09-GCaMP6f-m-V1,63.888607257875606
413,X-DS09-GCaMP6f-m-V1,56.66677662985143
414,X-DS09-GCaMP6f-m-V1,46.320488937210335
415,X-DS09-GCaMP6f-m-V1,52.81198462053814
416,X-DS09-GCaMP6f-m-V1,34.26497738636956
417,X-DS09-GCaMP6f-m-V1,33.26182115900509
418,X-DS09-GCaMP6f-m-V1,33.509866861011496
419,X-DS09-GCaMP6f-m-V1,30.147336951187153
420,X-DS09-GCaMP6f-m-V1,28.934585335880403
421,X-DS10-GCaMP6f-m-V1,28.852370433734173
422,X-DS10-GCaMP6f-m-V1,39.768956991249034
423,X-DS10-GCaMP6f-m-V1,67.07325824502327
424,X-DS10-GCaMP6f-m-V1,34.95122511137433
425,X-DS10-GCaMP6f-m-V1,30.020413633134595
426,X-DS10-GCaMP6f-m-V1,97.13182046110386
427,X-DS10-GCaMP6f-m-V1,40.22287194241592
428,X-DS10-GCaMP6f-m-V1,32.65643111780105
429,X-DS10-GCaMP6f-m-V1,24.525503577232577
430,X-DS10-GCaMP6f-m-V1,76.24431928183517
431,X-DS10-GCaMP6f-m-V1,29.176134432330134
432,X-DS10-GCaMP6f-m-V1,35.67943528985395
433,X-DS10-GCaMP6f-m-V1,36.351491812300694
434,X-DS10-GCaMP6f-m-V1,24.590623252439794
435,X-DS10-GCaMP6f-m-V1,26.032205733197753
436,X-DS10-GCaMP6f-m-V1,27.266766067095993
437,X-DS10-GCaMP6f-m-V1,32.808323114261256
438,X-DS10-GCaMP6f-m-V1,28.47731999613772
439,X-DS10-GCaMP6f-m-V1,29.798283190064655
440,X-DS11-GCaMP6s-m-V1,94.34540198527854
441,X-DS11-GCaMP6s-m-V1,118.3962439561091
442,X-DS11-GCaMP6s-m-V1,153.4259822819544
443,X-DS11-GCaMP6s-m-V1,120.26579400855374
444,X-DS12-GCaMP6s-m-V1,83.25743709416494
445,X-DS12-GCaMP6s-m-V1,306.75518129202663
446,X-DS12-GCaMP6s-m-V1,155.2767351854874
447,X-DS12-GCaMP6s-m-V1,208.90753067893988
448,X-DS12-GCaMP6s-m-V1,170.73599114369438
449,X-DS12-GCaMP6s-m-V1,185.35800451113354
450,X-DS12-GCaMP6s-m-V1,180.13305109607418
451,X-DS12-GCaMP6s-m-V1,130.08919135890963
452,X-DS12-GCaMP6s-m-V1,200.70778168981488
453,X-DS12-GCaMP6s-m-V1,129.23140345884354
454,X-DS12-GCaMP6s-m-V1,116.52883980527861
455,X-DS12-GCaMP6s-m-V1,167.72372335369886
456,X-DS12-GCaMP6s-m-V1,140.2828643397532
457,X-DS12-GCaMP6s-m-V1,174.57767420992977
458,X-DS12-GCaMP6s-m-V1,142.08479743927114
459,X-DS12-GCaMP6s-m-V1,133.66449567904155
460,X-DS12-GCaMP6s-m-V1,152.87866697674718
461,X-DS12-GCaMP6s-m-V1,156.76139738606767
462,X-DS12-GCaMP6s-m-V1,162.25001968967473
463,X-DS12-GCaMP6s-m-V1,122.24371685678452
464,X-NAOMi-GCaMP6f-simulated,151.78708346744008
465,X-NAOMi-GCaMP6f-simulated,114.03236960629415
466,X-NAOMi-GCaMP6f-simulated,137.69559095235786
467,X-NAOMi-GCaMP6f-simulated,113.69087461545769
468,X-NAOMi-GCaMP6f-simulated,202.01935103706296
469,X-NAOMi-GCaMP6f-simulated,274.1089902039501
470,X-NAOMi-GCaMP6f-simulated,253.33122928769427
471,X-NAOMi-GCaMP6f-simulated,149.92512517289506
472,X-NAOMi-GCaMP6f-simulated,224.99874807592872
473,X-NAOMi-GCaMP6f-simulated,344.4724489203533
474,X-NAOMi-GCaMP6f-simulated,139.74765056879673
475,X-NAOMi-GCaMP6f-simulated,176.35355592061492
476,X-NAOMi-GCaMP6f-simulated,140.99281060989827
477,X-NAOMi-GCaMP6f-simulated,132.2862760523226
